mz	time	Statistic
200.9956	45.8	1.06192803
201.0733	274.7	1.471887097
202.1185	133.4	0.49404535
203.036	145.1	0.044661267
211.0038	310.2	1.009236134
219.0264	131.5	0.39217964
225.0151	69.6	1.386227038
225.0465	130.7	1.285216257
227.0419	106.1	0.760028017
228.9865	319.6	1.412242538
229.1545	119.1	1.435861131
230.0511	92	1.455553674
231.9933	66.5	0.13706166
233.0783	481.8	0.523935982
236.0957	161.8	0.515780284
249.1079	178.3	0.70629519
259.0275	137.5	0.798544743
264.9893	157.4	1.532229622
267.1103	140.6	1.946855907
273.1208	148.1	1.967599873
311.2189	90.3	0.215728254
328.0823	113.2	0.540514504
333.2396	82.2	1.166129545
341.3159	72	0.406026851
344.2429	461.7	1.839292611
344.243	444.9	1.156301901
346.222	16.3	0.584679031
347.0168	157.4	0.722232451
360.1802	67.2	0.092726056
361.2709	88.6	0.164293574
365.105	91.1	0.914976142
366.1389	76.6	0.573185496
369.2213	518.4	2.339164306
393.2243	53.1	0.18957548
413.266	233.5	1.812574288
416.7115	99.3	0.963067147
435.0383	163	0.583123789
438.8807	92.8	1.030054539
439.23	36.7	0.813510661
476.2771	538	1.12661607
500.9052	88.8	0.256192616
501.2781	572.1	0.283416902
507.05	92.2	0.039785048
565.0086	92.2	0.04045379
737.3584	88	0.194061594
740.522	67.6	1.180263333
790.4732	92.7	1.208112469
102.0553	179.1	1.104873522
106.9508	101.4	1.150373174
106.9509	153.7	0.075064524
132.0555	146.2	1.431509629
137.0708	98.2	0.509714029
143.1179	106.6	1.378198687
148.0038	92.3	0.976851062
151.0223	156.9	0.940629097
152.0467	68.4	0.787099345
171.9929	375.1	0.180388749
175.0899	195.5	0.697757833
176.1222	147.5	0.689091133
179.0077	200	0.04494252
189.1121	486.5	1.184246767
195.0757	151.2	0.520026411
198.1488	489.3	1.318680962
198.1489	475.2	1.833820283
209.0365	149	0.176781797
223.0841	105.1	0.136545741
226.18	507.2	0.055330167
232.9884	66.8	0.570958638
258.1098	157	0.952843093
272.9442	141.4	0.922850444
276.0566	93.6	0.511321142
298.0524	152.1	0.182197231
301.1406	83.5	0.487365778
309.2269	469.1	0.516760818
317.056	172.1	0.946053069
327.1411	107.6	0.035902364
330.9949	93.8	0.003032178
365.1356	76.5	0.761197133
399.1388	100.8	0.933315179
399.2633	151.2	1.083267191
411.214	63.3	1.200962686
411.2634	151.6	2.29588717
429.1705	98.5	0.823976358
468.204	65.5	0.200680488
517.3342	87.2	0.78523714
543.3273	570.4	0.891303296
544.3395	564.5	0.290520903
660.0816	178.6	0.237771574
716.5222	20.3	0.246127969
103.0545	139.2	0.296701335
103.0546	111.6	0.302625002
103.0699	104.5	1.139195452
104.1073	96.9	0.451865141
104.1074	80.1	1.045319301
1043.3012	88.1	0.07171324
105.0338	571.7	1.900380136
105.1042	96.3	1.523551624
106.0459	94.2	0.850796877
106.9992	92.1	0.95887751
1077.2949	88.1	1.179447326
108.9489	102.2	0.737097765
109.0227	266.1	0.456231324
110.0086	145.1	2.678108996
111.0394	147.6	0.778163425
113.9635	46.4	1.087409524
113.9636	517.5	0.105769081
113.9637	438.4	1.640987448
113.9638	320.5	0.058829402
114.5586	144.2	1.472758019
115.059	144.3	1.00565412
116.0591	143.7	1.400110454
116.0709	477.3	0.076403771
117.0679	143	1.668356461
117.1388	149.9	0.776443731
118.0653	132.6	0.542939276
118.0654	571.6	2.264935202
119.0254	67.3	0.764503077
119.0686	572	1.719385549
119.0897	132.6	0.269267948
119.523	68.3	0.895072928
119.547	147.2	1.381749868
121.0399	147.8	0.947745667
121.069	139.4	0.052405489
1212.7684	88.1	0.368966476
122.9778	94.6	0.637886316
123.0457	145.4	0.703501639
123.9715	136.4	0.155730673
124.0482	99.2	1.587824125
127.5443	149.2	0.728030889
129.5357	68.6	0.118514111
130.0692	134.1	0.415631806
130.5091	156.5	2.42856849
131.0351	68.6	0.037451574
131.5335	16.4	1.228368528
133.0331	67.9	0.056653656
133.0591	341.4	0.568939639
133.0688	163.7	0.722458259
134.0188	134.7	1.289440341
134.1005	150.6	1.411858286
135.0028	99.6	0.132510762
135.5304	65	0.661446624
136.0215	578.3	2.124494993
136.0637	144.6	0.078104869
137.032	92	1.368239537
137.0514	97.9	0.206427802
137.0727	129.9	1.184074035
138.9952	69.4	0.365634897
138.9953	317.6	0.600691184
139.0178	148.2	0.810394772
139.9453	99.7	0.467890337
139.9878	407.3	0.179138434
141.0715	147.3	0.050312885
141.9581	69.1	0.755197238
141.9582	438.6	0.382920331
141.9583	272	1.125996694
142.0342	154.6	1.371064335
142.0517	144.5	1.127522188
142.1167	86.1	0.118247094
143.0396	360	1.223640006
143.0604	148	1.782427215
146.0187	91.5	0.030139123
146.044	163	0.699959352
146.1175	480.2	1.351775344
147.0028	99.8	0.814403921
147.044	107.5	0.401926731
148.0254	91.8	1.352027258
148.9933	91.7	1.156842122
149.0232	196.8	0.479313295
149.0233	525.1	0.980272021
149.0597	133.3	0.842341076
151.0352	178	1.985114519
151.0353	146.5	0.650348053
151.0965	212.6	0.540155876
153.0109	206.4	0.312000939
153.0393	144.8	0.61866338
153.9932	25.3	1.396728024
154.0201	99.4	1.489137856
154.049	149	0.18062218
154.0872	146.1	0.294402237
155.0082	149.5	0.068960235
155.0687	133.2	1.264095857
155.9906	67.3	1.067727715
157.0971	143.7	0.372873543
158.0028	230.7	1.16293901
158.0679	134.2	2.651677733
158.1538	28.5	0.612145978
158.1539	539.2	0.732754504
158.9219	158.4	0.286464916
158.986	264.9	1.03603993
160.0344	139.1	0.67777478
161.0184	106.6	0.064269452
161.0637	196.1	0.516259247
161.1324	550.7	0.715922697
162.0457	154.9	0.468266372
162.05	110.7	1.804160292
162.5472	153.4	0.039453114
163.0752	67.6	0.020176224
163.1117	526.8	1.926534988
163.5635	144.5	1.775720133
163.9902	68.9	1.206106898
165.9828	46.8	0.665470101
165.9829	156	1.997297227
166.0667	98.4	1.375117417
166.071	143.7	0.026503179
166.5735	144.5	0.530655175
167.143	568.8	0.641361189
167.9819	375.5	0.26770294
167.982	536.7	1.813425606
168.016	200.2	0.431391394
168.9933	245.3	1.127811829
169.0355	91.6	0.156136414
169.1335	476.1	1.225314418
170.0325	129.7	0.83180888
170.0923	177.8	0.186913675
170.9608	66.3	0.635136615
170.985	68.7	1.052495606
171.5522	149.8	1.410059188
172.0401	103.9	1.340115695
172.0538	150.3	2.078750545
172.1694	26.6	1.144382003
173.0783	98.9	1.319146766
173.092	134.2	0.28177019
173.1284	109.8	0.77267421
174.5623	149.6	0.226209512
175.0341	108.6	0.017509983
175.0645	146.1	0.821753286
177.0746	130	0.350055543
178.0092	200.1	0.291197252
178.0586	151.8	1.641274937
180.0032	135.9	0.074380091
180.0443	148.3	0.349868731
180.0444	333.9	0.363656383
180.9896	69.6	0.592867008
180.9897	463.7	1.715105572
181.0143	515.4	0.331619314
181.0191	153.6	0.733239942
181.0372	98.9	1.824183878
181.0514	146.7	0.019304781
182.0225	153.6	0.769463958
182.1539	479.9	1.391016105
183.0351	149.4	0.017189651
183.0611	144.8	0.062687205
183.0803	88.4	1.0424521
183.9746	158.9	0.029226605
184.0653	150.7	1.982051182
185.0233	148.7	1.551522704
185.1144	478.4	0.026367002
186.9561	273.8	0.551841572
188.1296	578.5	0.831081234
188.9977	303.8	0.129038202
189.0035	133.3	0.151172559
190.993	330.9	0.204904405
191.0765	152.1	0.248402719
192.0436	139.3	0.657682912
192.0616	178	0.57143498
192.0617	275.7	1.076881581
192.0618	145	0.038737765
192.1381	24.5	0.00040708
192.9985	141.3	1.394564375
193.9736	148.7	1.784861718
193.9891	461.3	0.951136495
195.0315	148.1	1.590678697
195.1016	531.7	0.045866894
196.0348	149.1	0.261548446
197.1008	145.3	1.307215075
198.0582	105.3	0.552706973
198.0977	106.2	1.183114667
198.1851	37.5	0.168757187
199.0139	149.7	1.581385533
199.0293	176.3	1.247119357
199.0294	462.9	1.078234506
199.9878	313.6	0.584826011
200.9917	316.9	1.639450944
201.9908	68.5	0.530588765
203.0216	46.8	1.524430036
203.0525	134.8	0.135897043
204.0201	67.9	0.916214794
204.0558	92.5	0.252306365
204.1382	525.3	1.658115303
204.1383	509.3	1.138379498
205.017	69.2	0.067153481
206.0208	68.4	0.095327125
206.1004	107.9	1.416094189
207.0174	68.1	0.872635311
207.1102	104.3	0.083562297
207.159	472.3	1.60839065
207.1742	61.5	0.926649759
208.1136	104	0.459411123
208.9938	143.2	0.721623853
211.0675	143.9	0.096722699
212.9993	93.8	0.318278132
213.9827	67.5	0.254893195
213.9828	273.3	0.712575123
214.0895	113.6	0.570077274
215.0144	160.6	1.612975947
215.1253	102.6	1.212460603
216.0606	108.3	0.233585181
216.9226	113.8	1.528583226
217.9793	407.2	1.476192416
218.0373	157.6	0.759473522
218.1539	542.2	1.968114185
218.9841	156.8	0.963139008
222.0161	68.8	0.164564162
222.988	140.3	0.661392402
223.0636	530.6	0.823368885
223.5674	151.2	0.532547935
226.0119	494.5	1.052606
226.012	327.1	1.371892672
226.9513	127.1	0.414200449
226.9684	152.4	0.128053264
227.045	148.6	0.8363327
227.9826	273.3	0.863457423
228.0073	68.9	0.950665914
228.5825	71.2	0.139646671
229.0682	477.9	0.996460645
229.1407	472.2	0.234927088
229.1796	21.6	0.66969265
231.0544	93.6	0.189076689
232.9853	95.1	1.334604234
232.9979	378.3	0.589242114
233.9126	92.1	1.11631705
234.6056	65.5	0.752430286
234.9811	93.3	0.788242745
235.0923	200.4	1.480462483
235.1803	162.1	0.394061185
235.2054	508.1	1.451387285
236.0714	114	0.540591746
237.0197	69.2	1.108101518
242.0219	66.8	0.25012666
242.0343	154.2	0.017936904
243.0172	68.3	0.696768088
243.1952	31	0.594799279
243.9413	91.1	1.039286348
244.0317	155.2	1.624580955
244.0331	155.1	0.824804401
244.2633	131.8	0.844125776
245.9932	221.6	1.528396905
246.1697	101.6	0.669505143
249.0608	107.9	2.223111682
250.099	94.3	1.115684763
250.9722	80.5	0.195916295
251.1364	140.5	1.931604184
252.9719	157.2	1.761573595
255.1187	65.7	0.307160642
256.2631	88.2	0.629133434
256.2632	132	0.078451467
257.0739	165.9	1.74044287
257.1744	17.2	0.30196741
257.2108	36.6	0.950397679
259.0675	159.3	1.153405387
260.0106	157.3	1.057621375
261.0455	132	1.651812061
263.0873	178	1.48162345
263.2368	549.7	1.705247612
266.2112	542.2	1.999818244
266.2113	524.4	1.295919399
267.031	92.1	0.875047602
268.6606	64.7	0.309543281
269.1744	18.5	0.582463156
269.1745	554.3	0.234126798
270.9578	94.2	0.321239409
271.043	149.5	0.210357962
272.043	92.8	0.404108646
273.167	462	1.441105443
277.0598	93.6	0.276121806
279.093	18.7	0.657793032
288.2894	113.6	0.057547786
292.1629	67.1	1.233177225
292.6645	67.2	1.14524867
293.0339	127.6	0.173329306
293.0975	178.2	0.379750538
293.0977	269.7	0.019248373
294.1011	258.8	1.00575878
294.9386	89.3	0.658722707
296.0552	151	0.761221509
296.0921	144.5	0.918016027
296.1051	197.7	1.076742483
296.1458	49.4	0.728447398
299.1098	24.4	1.236539753
299.1099	526.8	1.783825897
302.881	121.6	0.733781964
304.2843	135.9	2.354240013
305.1567	98.2	0.844042048
307.1374	133.4	0.549481853
307.1884	31.5	1.066473625
309.1305	88.1	0.465510658
311.1849	26.9	1.581293431
313.6767	67.5	0.203991653
314.2322	109.2	0.676223862
315.0794	178	0.702707157
315.0796	246.8	0.237630268
315.1147	142.5	1.389178244
315.2139	78.3	0.21332778
316.3208	135	0.321998373
317.2683	33.6	0.43304528
317.2685	551.1	1.61970318
318.8863	69.4	0.686488555
318.9695	94.5	0.20526589
319.224	76.3	1.238145772
321.2036	37.7	0.403344572
324.9896	94.3	0.414884326
326.9866	94.2	0.721484192
327.0077	23	0.382050869
327.0079	551.8	1.46209092
328.0111	22.2	0.826664751
328.9836	92.8	1.828890719
329.0048	22.8	0.480418511
329.0049	551.7	1.575778493
330.0081	23.4	0.752834036
331.0018	22.9	0.842481924
331.2088	469.2	1.64046883
334.1934	66.7	0.161319659
334.2222	576.9	0.533600407
334.9434	99.2	0.100821078
335.2191	43.1	0.819246167
337.0614	165.9	0.4490211
337.0615	227.8	1.317833296
344.0136	180	0.482962991
344.0344	570.6	0.934456054
345.0237	104.1	0.903928457
346.0091	178.9	0.752890618
346.0092	159.8	0.067297423
346.0093	415.1	0.308657024
349.0171	180.2	0.131860386
349.1829	98.1	0.954499609
350.8106	97	0.38066332
350.8107	119.3	0.335383781
355.0335	164.1	0.584236037
357.2607	85.2	0.402844746
358.0208	193.4	1.334723692
358.3677	149.8	1.150810949
359.0431	165	0.720320855
359.0433	194.9	0.141688368
360.2434	78.8	1.001161501
362.2169	25.6	0.077088757
362.9259	89.3	0.492740002
362.926	124.1	1.058714552
363.2503	80.3	0.967599524
367.0292	90.9	0.839276399
367.1724	29.4	1.734713335
367.1725	32	0.229276455
367.2244	502.8	0.829850363
368.2792	130.5	0.408551448
368.9985	179.4	1.175628426
368.9997	160.1	0.258900458
369.0095	163.4	0.141831074
369.3512	18.2	0.351426806
371.0194	181	1.923123549
377.2659	78.7	0.178434204
378.0408	165.5	0.603208176
378.2118	36.1	0.128780354
378.9	97.5	0.335279323
380.2558	530.1	1.903422948
382.9935	181.6	1.230398047
383.9648	179.1	0.351110122
383.9827	180.9	0.317594379
385.2556	88.2	0.493340413
387.0402	551.8	1.055303258
388.3933	21.5	0.97879774
389.1356	91.7	0.264887756
390.2483	16.5	0.093492033
390.7987	113.5	0.253201153
390.9895	178.9	0.416944813
390.9917	161.8	0.666035402
392.7058	98.4	0.972391812
394.974	93.1	1.205432613
395.24	88.7	0.696842249
395.2401	67.8	0.330346334
398.3262	140.4	0.314535862
405.046	179.1	1.269630129
409.1831	99	1.133741275
412.7173	99.8	0.729447436
416.0733	551.8	1.781168495
420.8846	92.5	1.087678723
420.8847	118.2	0.457207451
421.2322	76.7	0.259755802
424.2456	58.5	0.453409237
424.7433	124.6	1.846282629
426.7405	98.9	1.009669967
429.2819	88	0.438663955
432.7634	64.6	1.063635625
432.9763	161.7	1.156318235
434.2747	30.6	0.107318396
435.1396	88.5	0.307723693
437.1932	114.4	0.25945517
443.1625	67	0.802210459
446.2666	84.1	0.021479464
447.3464	88.3	0.453497155
451.209	30.5	0.883302702
452.277	551	1.715787077
453.2093	99.1	0.945840571
454.1705	137.3	0.113474519
455.1645	113.6	1.271224689
456.6991	97	0.806449762
463.1541	65.3	0.636336508
468.2795	84	0.546071654
469.3284	86.4	0.446117739
469.3286	142.6	0.730502785
474.3115	87	0.103991858
481.0221	91	1.544193998
481.2616	97.7	1.372400226
482.702	98.6	0.972550706
490.869	92.2	1.092673185
492.8453	93.9	0.211933776
496.8144	95.7	0.483943777
497.2355	99.1	1.263383304
502.2927	564.5	0.874719135
505.0529	92.3	0.115483894
508.1495	162.7	1.175878418
510.7095	93.4	0.026647478
511.0734	92.4	1.593961762
512.3057	82.5	0.605280653
512.3788	33.4	0.08860557
512.379	68.5	1.593377032
512.8874	93	1.711361051
513.1209	91.5	1.140177158
514.6577	96.8	0.177030164
517.1279	159.9	0.660410236
518.3379	87	0.281786388
524.6866	96.4	0.69105007
526.2928	558.6	0.796087075
528.2983	576.7	0.7311858
528.9519	94.1	1.335900322
532.4108	33.6	0.309279871
537.3392	83.3	0.094708705
552.8007	92.9	0.974752924
563.0115	92.3	0.342658919
569.3634	135.2	0.593381629
569.3839	86.5	1.546802248
605.3866	86.7	0.054490567
607.1709	164.5	0.997888571
621.4178	85.8	0.30292753
630.8175	93.3	0.224286634
632.9963	92.4	0.152307447
635.3773	88.1	0.02550737
644.831	84.3	0.481763009
645.4612	69.1	1.979808193
668.8694	87.9	0.055731317
693.439	86.1	0.254804731
694.8315	87.6	0.69013379
709.4698	83.8	1.065932882
722.703	93.3	0.837556326
724.7224	149.2	0.254526808
725.2239	149.3	0.42790155
739.4714	84.2	0.102994229
769.5563	20.9	0.324805017
780.5507	86.7	0.501596482
780.5513	154.6	0.525881121
780.5522	559.1	0.844565268
781.4919	85	1.113158769
785.5876	20.8	0.854801484
785.5879	563.8	0.143495943
800.5018	92.8	0.392720294
805.3454	88	0.247411608
807.5709	86.1	0.157726866
807.5721	21.6	0.43505841
807.5722	67.8	0.22318081
811.6035	20.3	0.313051759
812.5277	93	0.442430327
834.8229	87.2	1.05822558
867.817	87	1.40821143
88.0636	146.2	0.441920223
94.0455	144.5	0.617995293
941.32	88	0.047014193
969.7981	87.5	0.135392058
